,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
8951,4464,2018-12-22,2018-12-28,Standard Class,691,Consumer,Jackson,Tennessee,South,376,Office Supplies,Storage,26.160000000000004,3.0,0.2,1.961999999999998
8952,4464,2018-12-22,2018-12-28,Standard Class,691,Consumer,Jackson,Tennessee,South,1024,Office Supplies,Art,23.128,7.0,0.2,2.8909999999999982
8953,4464,2018-12-22,2018-12-28,Standard Class,691,Consumer,Jackson,Tennessee,South,667,Office Supplies,Appliances,59.24,5.0,0.2,16.290999999999997
8954,4465,2015-08-08,2015-08-10,Second Class,364,Consumer,Jacksonville,Florida,South,1195,Furniture,Bookcases,155.45600000000002,4.0,0.2,-7.7727999999999895
8955,4466,2015-09-20,2015-09-24,Standard Class,428,Corporate,San Diego,California,West,1532,Office Supplies,Paper,8.56,2.0,0.0,3.8519999999999994
8956,4467,2018-12-25,2018-12-28,First Class,371,Consumer,Hialeah,Florida,South,1457,Furniture,Furnishings,21.0,3.0,0.2,5.775000000000002
8957,4467,2018-12-25,2018-12-28,First Class,371,Consumer,Hialeah,Florida,South,1845,Technology,Machines,120.0,2.0,0.5,-7.200000000000003
8958,4468,2018-11-25,2018-11-30,Standard Class,197,Consumer,Houston,Texas,Central,929,Technology,Phones,299.96,5.0,0.2,37.49499999999996
8961,4468,2018-11-25,2018-11-30,Standard Class,197,Consumer,Houston,Texas,Central,1663,Office Supplies,Art,18.688,4.0,0.2,3.7375999999999996
8962,4469,2017-11-05,2017-11-07,First Class,752,Consumer,Virginia Beach,Virginia,South,1369,Furniture,Furnishings,273.96,2.0,0.0,71.2296
8963,4469,2017-11-05,2017-11-07,First Class,752,Consumer,Virginia Beach,Virginia,South,632,Technology,Accessories,89.97,3.0,0.0,18.893699999999995
8966,4471,2017-11-03,2017-11-07,Standard Class,655,Home Office,Philadelphia,Pennsylvania,East,293,Technology,Accessories,72.0,1.0,0.2,14.399999999999999
8967,4471,2017-11-03,2017-11-07,Standard Class,655,Home Office,Philadelphia,Pennsylvania,East,370,Furniture,Chairs,470.155,7.0,0.3,-13.432999999999993
8968,4472,2015-12-30,2016-01-01,First Class,732,Consumer,Memphis,Tennessee,South,1166,Office Supplies,Storage,39.128,1.0,0.2,-8.803799999999999
8969,4473,2018-12-02,2018-12-07,Standard Class,20,Corporate,Lakewood,Ohio,East,448,Office Supplies,Art,19.728,9.0,0.2,1.7262000000000022
8970,4473,2018-12-02,2018-12-07,Standard Class,20,Corporate,Lakewood,Ohio,East,722,Technology,Phones,151.188,2.0,0.4,-25.198000000000008
8971,4474,2018-03-24,2018-03-28,Standard Class,597,Consumer,New York City,New York,East,662,Furniture,Chairs,271.764,2.0,0.1,60.39199999999997
8972,4475,2015-11-19,2015-11-21,First Class,76,Consumer,Philadelphia,Pennsylvania,East,1089,Technology,Accessories,47.496,1.0,0.2,-1.187400000000002
8973,4476,2018-04-25,2018-04-27,Second Class,210,Consumer,Los Angeles,California,West,266,Furniture,Bookcases,344.98099999999994,7.0,0.15,28.410200000000017
8974,4477,2018-11-23,2018-11-26,First Class,687,Corporate,Dallas,Texas,Central,1231,Office Supplies,Paper,36.28800000000001,7.0,0.2,12.700800000000001
8975,4477,2018-11-23,2018-11-26,First Class,687,Corporate,Dallas,Texas,Central,1438,Office Supplies,Paper,78.304,2.0,0.2,29.363999999999997
8978,4478,2015-11-03,2015-11-05,Second Class,664,Corporate,Orange,New Jersey,East,614,Office Supplies,Binders,5.76,2.0,0.0,2.8224
8985,4482,2016-12-03,2016-12-07,Standard Class,161,Consumer,Jacksonville,North Carolina,South,596,Furniture,Furnishings,77.952,3.0,0.2,12.667199999999994
8987,4482,2016-12-03,2016-12-07,Standard Class,161,Consumer,Jacksonville,North Carolina,South,194,Technology,Phones,105.584,2.0,0.2,9.238600000000005
8988,4482,2016-12-03,2016-12-07,Standard Class,161,Consumer,Jacksonville,North Carolina,South,512,Office Supplies,Art,9.344,2.0,0.2,1.1679999999999997
8989,4483,2016-12-24,2016-12-30,Standard Class,447,Corporate,Springfield,Missouri,Central,1573,Furniture,Furnishings,9.68,2.0,0.0,3.7752
8991,4484,2018-10-01,2018-10-06,Standard Class,184,Home Office,San Francisco,California,West,341,Technology,Accessories,104.75,5.0,0.0,21.9975
8992,4485,2018-10-16,2018-10-21,Standard Class,778,Corporate,Columbia,Tennessee,South,103,Technology,Accessories,18.528000000000002,2.0,0.2,4.4004
8994,4486,2015-08-15,2015-08-17,First Class,394,Consumer,Hollywood,Florida,South,1841,Office Supplies,Paper,91.36000000000001,5.0,0.2,29.691999999999993
8995,4486,2015-08-15,2015-08-17,First Class,394,Consumer,Hollywood,Florida,South,513,Office Supplies,Appliances,152.24,5.0,0.2,17.12699999999999
8996,4487,2018-11-11,2018-11-13,First Class,310,Consumer,Dallas,Texas,Central,722,Technology,Phones,35.184,2.0,0.2,12.3144
8997,4488,2018-03-20,2018-03-20,Same Day,668,Consumer,Houston,Texas,Central,258,Office Supplies,Paper,56.704,2.0,0.2,19.137599999999992
9000,4490,2015-06-22,2015-06-22,Same Day,509,Consumer,Phoenix,Arizona,West,1316,Office Supplies,Binders,8.226,3.0,0.7,-6.032399999999999
9001,4491,2015-12-02,2015-12-09,Standard Class,605,Corporate,Sandy Springs,Georgia,South,1628,Technology,Accessories,5.95,1.0,0.0,0.8330000000000002
9002,4491,2015-12-02,2015-12-09,Standard Class,605,Corporate,Sandy Springs,Georgia,South,727,Office Supplies,Paper,15.24,3.0,0.0,7.1628
9003,4492,2016-04-05,2016-04-06,Same Day,226,Consumer,Spokane,Washington,West,97,Technology,Accessories,239.94,6.0,0.0,26.393399999999986
9004,4492,2016-04-05,2016-04-06,Same Day,226,Consumer,Spokane,Washington,West,1701,Office Supplies,Art,23.84,8.0,0.0,6.436800000000002
9005,4493,2018-11-18,2018-11-18,Same Day,240,Corporate,Milwaukee,Wisconsin,Central,421,Office Supplies,Storage,92.52,6.0,0.0,24.980400000000007
9006,4493,2018-11-18,2018-11-18,Same Day,240,Corporate,Milwaukee,Wisconsin,Central,117,Office Supplies,Storage,37.76,1.0,0.0,10.5728
9007,4493,2018-11-18,2018-11-18,Same Day,240,Corporate,Milwaukee,Wisconsin,Central,1647,Office Supplies,Labels,7.38,2.0,0.0,3.4686
9008,4493,2018-11-18,2018-11-18,Same Day,240,Corporate,Milwaukee,Wisconsin,Central,396,Furniture,Furnishings,5.82,2.0,0.0,2.7354
9009,4494,2018-07-12,2018-07-18,Standard Class,750,Consumer,Fairfield,Ohio,East,1446,Office Supplies,Paper,3.816,1.0,0.2,1.1924999999999997
9010,4495,2018-05-19,2018-05-23,Standard Class,540,Corporate,Huntsville,Alabama,South,1504,Office Supplies,Binders,26.16,4.0,0.0,12.8184
9011,4496,2016-12-20,2016-12-21,First Class,525,Home Office,Houston,Texas,Central,725,Technology,Accessories,100.80000000000001,2.0,0.2,21.42
9012,4497,2017-02-21,2017-02-22,First Class,105,Corporate,New York City,New York,East,275,Furniture,Furnishings,135.79999999999998,7.0,0.0,66.54199999999999
9013,4498,2018-03-18,2018-03-22,Standard Class,771,Corporate,Los Angeles,California,West,1622,Office Supplies,Art,13.899999999999999,5.0,0.0,3.7529999999999997
9014,4498,2018-03-18,2018-03-22,Standard Class,771,Corporate,Los Angeles,California,West,776,Office Supplies,Envelopes,19.4,5.0,0.0,9.312000000000001
9015,4499,2017-12-17,2017-12-23,Standard Class,374,Corporate,Carlsbad,New Mexico,West,674,Office Supplies,Binders,13.488,2.0,0.2,4.3835999999999995
9016,4499,2017-12-17,2017-12-23,Standard Class,374,Corporate,Carlsbad,New Mexico,West,1395,Office Supplies,Binders,11.416,1.0,0.2,3.852899999999999
9017,4500,2017-03-26,2017-03-28,Second Class,597,Consumer,Pocatello,Idaho,West,1017,Office Supplies,Paper,17.64,3.0,0.0,8.6436
9018,4500,2017-03-26,2017-03-28,Second Class,597,Consumer,Pocatello,Idaho,West,20,Office Supplies,Binders,17.04,3.0,0.2,5.5379999999999985
9019,4501,2015-12-16,2015-12-18,Second Class,97,Consumer,Springfield,Virginia,South,959,Technology,Accessories,99.98,2.0,0.0,7.9983999999999895
9020,4501,2015-12-16,2015-12-18,Second Class,97,Consumer,Springfield,Virginia,South,875,Furniture,Furnishings,29.46,6.0,0.0,9.721799999999998
9022,4503,2017-08-22,2017-08-23,First Class,679,Home Office,Fort Collins,Colorado,West,514,Furniture,Furnishings,98.328,3.0,0.2,9.832800000000006
9023,4504,2016-06-29,2016-07-02,First Class,495,Consumer,New York City,New York,East,541,Furniture,Chairs,117.88199999999999,1.0,0.1,1.3097999999999956
9024,4505,2017-06-26,2017-07-02,Standard Class,778,Corporate,New York City,New York,East,1695,Technology,Accessories,20.97,3.0,0.0,9.017100000000001
9025,4505,2017-06-26,2017-07-02,Standard Class,778,Corporate,New York City,New York,East,1481,Technology,Accessories,139.96,4.0,0.0,9.797200000000004
9026,4505,2017-06-26,2017-07-02,Standard Class,778,Corporate,New York City,New York,East,980,Furniture,Furnishings,37.74,3.0,0.0,12.831599999999996
9027,4506,2017-09-17,2017-09-22,Standard Class,22,Consumer,Marlborough,Massachusetts,East,627,Furniture,Furnishings,14.82,3.0,0.0,6.224400000000001
9028,4506,2017-09-17,2017-09-22,Standard Class,22,Consumer,Marlborough,Massachusetts,East,441,Furniture,Furnishings,191.82,3.0,0.0,61.3824
9029,4507,2015-07-18,2015-07-23,Standard Class,691,Consumer,New Rochelle,New York,East,530,Office Supplies,Binders,13.904,2.0,0.2,4.5188
9031,4508,2018-09-01,2018-09-01,Same Day,459,Corporate,Seattle,Washington,West,223,Furniture,Tables,283.56,4.0,0.0,45.36960000000002
9035,4511,2016-10-01,2016-10-05,Standard Class,75,Consumer,Quincy,Illinois,Central,151,Technology,Accessories,108.76800000000001,4.0,0.2,2.71919999999999
9036,4512,2016-04-07,2016-04-10,First Class,261,Consumer,New York City,New York,East,1009,Office Supplies,Paper,25.92,4.0,0.0,12.441600000000001
9037,4512,2016-04-07,2016-04-10,First Class,261,Consumer,New York City,New York,East,1011,Office Supplies,Storage,22.58,2.0,0.0,5.870799999999999
9038,4513,2018-11-21,2018-11-21,Same Day,521,Consumer,Houston,Texas,Central,461,Technology,Phones,55.176,3.0,0.2,-12.414599999999997
9041,4516,2015-09-28,2015-10-03,Standard Class,190,Consumer,Hollywood,Florida,South,1805,Furniture,Furnishings,337.088,4.0,0.2,16.854399999999984
9042,4517,2016-09-22,2016-09-26,Second Class,152,Corporate,Los Angeles,California,West,564,Office Supplies,Appliances,61.44,3.0,0.0,16.5888
9044,4519,2018-12-16,2018-12-20,Second Class,366,Corporate,Sunnyvale,California,West,1390,Office Supplies,Binders,5.984000000000001,2.0,0.2,2.2439999999999998
9045,4519,2018-12-16,2018-12-20,Second Class,366,Corporate,Sunnyvale,California,West,1302,Technology,Accessories,189.95000000000002,5.0,0.0,45.587999999999994
9046,4519,2018-12-16,2018-12-20,Second Class,366,Corporate,Sunnyvale,California,West,632,Technology,Accessories,149.95,5.0,0.0,31.489499999999992
9047,4519,2018-12-16,2018-12-20,Second Class,366,Corporate,Sunnyvale,California,West,758,Office Supplies,Art,29.950000000000003,5.0,0.0,8.6855
9048,4519,2018-12-16,2018-12-20,Second Class,366,Corporate,Sunnyvale,California,West,1760,Office Supplies,Labels,44.400000000000006,3.0,0.0,22.200000000000003
9049,4520,2015-09-21,2015-09-25,Standard Class,359,Home Office,New York City,New York,East,666,Office Supplies,Art,66.03,3.0,0.0,17.1678
9050,4521,2016-05-18,2016-05-22,Standard Class,321,Corporate,Los Angeles,California,West,362,Office Supplies,Paper,10.86,2.0,0.0,5.3214
9051,4522,2015-03-26,2015-03-31,Second Class,460,Corporate,San Francisco,California,West,1245,Office Supplies,Art,3.36,2.0,0.0,0.8399999999999999
9052,4522,2015-03-26,2015-03-31,Second Class,460,Corporate,San Francisco,California,West,44,Office Supplies,Binders,27.936000000000003,4.0,0.2,9.428399999999996
9053,4522,2015-03-26,2015-03-31,Second Class,460,Corporate,San Francisco,California,West,1763,Technology,Phones,28.784,2.0,0.2,2.878400000000001
9054,4523,2018-09-22,2018-09-28,Standard Class,318,Consumer,Santa Ana,California,West,133,Office Supplies,Supplies,21.96,2.0,0.0,6.148800000000001
9055,4524,2016-09-12,2016-09-17,Second Class,113,Consumer,Seattle,Washington,West,916,Technology,Accessories,21.98,2.0,0.0,8.5722
9057,4526,2016-10-20,2016-10-24,Standard Class,647,Consumer,Los Angeles,California,West,1680,Furniture,Furnishings,74.75999999999999,7.0,0.0,23.923199999999994
9058,4526,2016-10-20,2016-10-24,Standard Class,647,Consumer,Los Angeles,California,West,1746,Furniture,Tables,364.77600000000007,3.0,0.2,27.35820000000001
9060,4528,2016-11-20,2016-11-21,First Class,294,Corporate,San Diego,California,West,912,Office Supplies,Binders,89.69600000000001,4.0,0.2,33.635999999999996
9061,4528,2016-11-20,2016-11-21,First Class,294,Corporate,San Diego,California,West,49,Office Supplies,Labels,50.12,4.0,0.0,23.556399999999996
9062,4529,2017-02-28,2017-03-06,Standard Class,645,Corporate,New York City,New York,East,829,Office Supplies,Fasteners,36.480000000000004,6.0,0.0,18.240000000000002
9065,4530,2015-10-14,2015-10-20,Standard Class,214,Consumer,Chicago,Illinois,Central,1331,Office Supplies,Paper,19.136000000000003,4.0,0.2,6.9368
9066,4531,2018-05-26,2018-05-30,Standard Class,298,Consumer,Harrisonburg,Virginia,South,1575,Technology,Accessories,23.08,2.0,0.0,6.9239999999999995
9067,4532,2017-02-04,2017-02-10,Standard Class,333,Consumer,Rockville,Maryland,East,1409,Technology,Phones,90.48,2.0,0.0,23.5248
9068,4533,2017-09-02,2017-09-05,Second Class,78,Consumer,Des Moines,Washington,West,51,Furniture,Chairs,215.976,3.0,0.2,-2.6997000000000355
9069,4533,2017-09-02,2017-09-05,Second Class,78,Consumer,Des Moines,Washington,West,1664,Office Supplies,Envelopes,65.94,3.0,0.0,30.9918
9070,4534,2018-12-04,2018-12-05,First Class,722,Corporate,Philadelphia,Pennsylvania,East,283,Furniture,Furnishings,11.352000000000002,3.0,0.2,2.696100000000001
9071,4535,2016-06-12,2016-06-16,Standard Class,449,Home Office,Columbus,Indiana,Central,576,Office Supplies,Storage,24.56,2.0,0.0,6.876799999999999
9072,4536,2017-09-04,2017-09-08,Standard Class,469,Consumer,Springfield,Missouri,Central,1451,Office Supplies,Envelopes,16.56,2.0,0.0,7.783199999999999
9073,4536,2017-09-04,2017-09-08,Standard Class,469,Consumer,Springfield,Missouri,Central,201,Technology,Accessories,279.95,5.0,0.0,67.18800000000002
9075,4538,2016-11-05,2016-11-08,First Class,558,Consumer,Lakewood,Ohio,East,385,Office Supplies,Binders,7.218,3.0,0.7,-5.533800000000001
9076,4538,2016-11-05,2016-11-08,First Class,558,Consumer,Lakewood,Ohio,East,1768,Office Supplies,Supplies,27.200000000000003,4.0,0.2,2.039999999999999
9077,4539,2015-11-03,2015-11-07,Standard Class,70,Corporate,Omaha,Nebraska,Central,1048,Technology,Accessories,89.97,3.0,0.0,18.893699999999995
9078,4540,2017-02-16,2017-02-23,Standard Class,543,Consumer,Henderson,Kentucky,South,124,Furniture,Furnishings,318.08,4.0,0.0,34.98879999999997
9079,4540,2017-02-16,2017-02-23,Standard Class,543,Consumer,Henderson,Kentucky,South,326,Office Supplies,Binders,5.8,1.0,0.0,2.61
9080,4541,2018-09-11,2018-09-13,Second Class,175,Corporate,Santa Ana,California,West,993,Technology,Phones,143.952,6.0,0.2,17.99399999999998
9081,4541,2018-09-11,2018-09-13,Second Class,175,Corporate,Santa Ana,California,West,1009,Office Supplies,Paper,19.44,3.0,0.0,9.3312
9082,4542,2018-11-02,2018-11-06,Standard Class,767,Consumer,Springfield,Virginia,South,21,Office Supplies,Art,5.56,2.0,0.0,1.4455999999999998
9083,4543,2016-02-06,2016-02-08,First Class,628,Corporate,Suffolk,Virginia,South,1166,Office Supplies,Storage,146.73,3.0,0.0,2.934600000000003
9084,4543,2016-02-06,2016-02-08,First Class,628,Corporate,Suffolk,Virginia,South,150,Office Supplies,Paper,29.900000000000002,5.0,0.0,13.454999999999998
9085,4544,2017-09-10,2017-09-12,Second Class,231,Consumer,Los Angeles,California,West,1591,Office Supplies,Binders,276.78400000000005,2.0,0.2,89.95479999999999
9088,4546,2016-12-15,2016-12-20,Standard Class,645,Corporate,Cary,North Carolina,South,239,Technology,Phones,246.168,3.0,0.2,21.539699999999996
9091,4549,2016-06-28,2016-07-03,Second Class,61,Corporate,Troy,Ohio,East,89,Office Supplies,Paper,15.552000000000003,3.0,0.2,5.4432
9093,4550,2016-06-01,2016-06-05,Standard Class,219,Consumer,Detroit,Michigan,Central,1501,Technology,Phones,299.98,2.0,0.0,83.99440000000001
9095,4550,2016-06-01,2016-06-05,Standard Class,219,Consumer,Detroit,Michigan,Central,1020,Technology,Phones,41.9,2.0,0.0,11.732
9096,4550,2016-06-01,2016-06-05,Standard Class,219,Consumer,Detroit,Michigan,Central,1722,Office Supplies,Labels,28.91,7.0,0.0,13.2986
9097,4551,2015-04-12,2015-04-17,Standard Class,647,Consumer,Bloomington,Indiana,Central,730,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552000000000001
9098,4552,2018-10-12,2018-10-16,Standard Class,377,Home Office,Dallas,Texas,Central,665,Technology,Phones,369.544,7.0,0.2,27.71580000000003
9099,4552,2018-10-12,2018-10-16,Standard Class,377,Home Office,Dallas,Texas,Central,548,Office Supplies,Paper,10.368000000000002,2.0,0.2,3.7584
9101,4553,2016-11-07,2016-11-12,Standard Class,455,Consumer,Houston,Texas,Central,32,Office Supplies,Art,23.64,3.0,0.2,5.319000000000001
9102,4553,2016-11-07,2016-11-12,Standard Class,455,Consumer,Houston,Texas,Central,45,Office Supplies,Storage,84.784,2.0,0.2,-16.956800000000005
9105,4553,2016-11-07,2016-11-12,Standard Class,455,Consumer,Houston,Texas,Central,1667,Office Supplies,Storage,177.64800000000002,2.0,0.2,-28.867800000000017
9106,4553,2016-11-07,2016-11-12,Standard Class,455,Consumer,Houston,Texas,Central,1616,Technology,Machines,287.90999999999997,3.0,0.4,33.58949999999999
9107,4554,2016-05-25,2016-05-28,First Class,152,Corporate,Haltom City,Texas,Central,1352,Office Supplies,Supplies,22.368000000000002,2.0,0.2,1.6776
9108,4554,2016-05-25,2016-05-28,First Class,152,Corporate,Haltom City,Texas,Central,1215,Office Supplies,Paper,32.368,7.0,0.2,11.733400000000001
9109,4554,2016-05-25,2016-05-28,First Class,152,Corporate,Haltom City,Texas,Central,1301,Technology,Accessories,207.98400000000004,2.0,0.2,36.3972
9110,4555,2015-10-13,2015-10-15,First Class,671,Home Office,Richmond,Virginia,South,1047,Office Supplies,Envelopes,36.4,5.0,0.0,17.472
9111,4555,2015-10-13,2015-10-15,First Class,671,Home Office,Richmond,Virginia,South,1690,Technology,Accessories,22.96,2.0,0.0,4.362399999999997
9112,4555,2015-10-13,2015-10-15,First Class,671,Home Office,Richmond,Virginia,South,1819,Office Supplies,Storage,315.2,4.0,0.0,6.3040000000000305
9113,4555,2015-10-13,2015-10-15,First Class,671,Home Office,Richmond,Virginia,South,881,Office Supplies,Binders,15.18,3.0,0.0,7.134599999999999
9116,4557,2018-01-19,2018-01-24,Second Class,515,Consumer,Philadelphia,Pennsylvania,East,561,Furniture,Furnishings,31.968000000000004,2.0,0.2,6.393599999999999
9118,4557,2018-01-19,2018-01-24,Second Class,515,Consumer,Philadelphia,Pennsylvania,East,987,Office Supplies,Paper,21.696,4.0,0.2,7.051199999999999
9119,4558,2017-06-06,2017-06-12,Standard Class,176,Home Office,Los Angeles,California,West,816,Office Supplies,Labels,22.05,7.0,0.0,10.584
9120,4558,2017-06-06,2017-06-12,Standard Class,176,Home Office,Los Angeles,California,West,1849,Office Supplies,Paper,99.9,5.0,0.0,46.952999999999996
9121,4559,2018-03-18,2018-03-20,Second Class,759,Corporate,Los Angeles,California,West,95,Office Supplies,Appliances,90.86,7.0,0.0,26.349399999999992
9122,4560,2018-11-24,2018-11-24,Same Day,701,Consumer,San Francisco,California,West,565,Office Supplies,Paper,7.78,1.0,0.0,3.5009999999999994
9124,4562,2017-08-18,2017-08-20,Second Class,15,Home Office,Houston,Texas,Central,740,Furniture,Furnishings,9.552,3.0,0.6,-3.8207999999999984
